time_ps,OPA_COM_x_A,OPA_COM_y_A,OPA_COM_z_A,OPA_disp_x_A,OPA_disp_y_A,OPA_disp_z_A,OPA_disp_norm_A,F_OPA_x_eV_A,F_OPA_y_eV_A,F_OPA_z_eV_A,F_OPA_norm_eV_A
0.0,19.827064676914915,19.368126215581846,21.83066368662921,0.0,0.0,0.0,0.0,0.41889221160265766,-2.54444373820373,2.359727043945218,3.4954221982118234
0.1,20.121184701593442,19.001978150177315,21.968746534961344,0.29412002467852716,-0.3661480654045306,0.13808284833213236,0.48952820931984353,2.4461264835816072,1.6092635113644205,1.6377048024582417,3.354898037598617
0.2,20.46203558299535,18.84050687452601,22.001935105421577,0.6349709060804365,-0.5276193410558356,0.17127141879236518,0.8431513028632254,-0.5962273852129147,1.465260844736033,1.4436693829631264,2.1416483663990027
0.3,20.220351912967647,18.886111072061304,21.91396976040522,0.39328723605273197,-0.48201514352054176,0.08330607377600785,0.6276570325847544,0.9754457168191593,-0.8997889836881958,-0.3576598535390325,1.3744217447570604
0.4,20.256825192021143,18.40041977531063,22.253696696794442,0.4297605151062278,-0.9677064402712148,0.42303301016523065,1.1402222513949694,-0.41275569875086315,0.5281690388643927,-0.7573311743005533,1.011375453545173
0.5,20.20876804819075,18.700488620104686,21.9800203391789,0.3817033712758331,-0.6676375954771601,0.1493566525496881,0.7834186825693581,-0.4350537667741181,0.24946319690174523,0.3107681730841113,0.5899834946799984
0.6,20.23407143211104,18.3226357926197,22.00002203104412,0.40700675519612517,-1.0454904229621462,0.16935834441490982,1.1346307646559761,0.21062867314421485,0.25463158346628045,0.4016435289855025,0.5201146081633989
0.7,20.23402336966521,18.101734113865948,22.35974253720636,0.40695869275029395,-1.2663921017158977,0.5290788505771467,1.4315337100541752,-0.1710641287370609,0.08651351810595709,-0.6851573634539321,0.7114689997819884
0.8,20.183580991946027,18.098091328923765,22.506308598575377,0.3565163150311115,-1.270034886658081,0.6756449119461649,1.4820892494214741,-0.5043688285672154,0.07078658793134918,-0.4041310490657576,0.6501696402326224
0.9,20.245189816279716,18.34826463825228,22.257258320122016,0.41812513936480045,-1.0198615773295643,0.4265946334928046,1.1819176157443636,0.12009359500386307,0.6790356413299117,0.17614222239873278,0.7117147998101775
1.0,20.006519352080645,18.33774400899428,22.37967804580911,0.17945467516572933,-1.0303822065875643,0.5490143591798997,1.1812316617314367,0.46420605379079494,0.3389542302610238,-0.130809397113329,0.5894814067983978
1.1,20.129206768063685,18.3196540507299,22.397353983861287,0.3021420911487702,-1.0484721648519475,0.5666902972320749,1.2295208890824338,-2.654036755042367,-1.4453988953058738,-0.8023284066455425,3.126790676680745
1.2,19.974377600253316,18.21985442237424,22.426030223287803,0.14731292333840074,-1.1482717932076056,0.5953665366585916,1.301802796675273,2.442360604349523,0.618757373789224,-0.3675687710122384,2.54619182520103
1.3,20.203487296802674,18.323774926074876,22.26420410866451,0.3764226198877587,-1.0443512895069702,0.43354042203529985,1.191772168745596,-0.9523457477286907,-0.7479052793941268,-0.2264370605837629,1.2319084676096437
1.4,20.174073087390276,18.123424846960468,22.60743370821811,0.347008410475361,-1.244701368621378,0.7767700215888986,1.5076697252474716,-1.6873550482172628,-0.23519206306144858,-0.8643659601320239,1.9103954769383058
1.5,20.284596983106017,18.528947517703727,22.01938747150524,0.4575323061911014,-0.8391786978781184,0.1887237848760286,0.974255287467764,-0.8741631658327043,-0.6640357370243972,0.25495889398879035,1.1269910106864995
1.6,20.082829677914905,18.53776689343033,21.99450244078787,0.25576500099998967,-0.8303593221515158,0.16383875415865745,0.8841693712093348,0.05224743261142084,0.17777668753455478,1.2033369384946557,1.2175196640674575
1.7,20.140800070817637,18.36201460869836,22.247616759549775,0.3137353939027214,-1.0061116068834863,0.4169530729205633,1.1333756340732173,1.5738465027738058,0.960935143635419,0.11701288024491507,1.8477232419142682
1.8,20.011090507263884,18.645813229512996,22.155823939518058,0.18402583034896836,-0.7223129860688502,0.3251602528888462,0.8132224456678901,0.7456789746733006,-0.2586289584959589,0.006047425329090084,0.7892798254077196
1.9,19.975815926234453,18.52404060487147,22.316093963479148,0.1487512493195382,-0.8440856107103762,0.4854302768499359,0.9850126933522418,0.4875822754051464,0.6875283688546701,1.4306100390615268,1.6604447648545395
2.0,19.931618364271515,18.6891896306269,22.560765467603638,0.10455368735659931,-0.6789365849549469,0.7301017809744259,1.0024644485028764,0.2224275689706503,-1.0189101325958543,0.6643721315112954,1.2365444637672989
2.1,19.84546504413784,18.72340010394614,22.499834936985977,0.01840036722292382,-0.6447261116357055,0.6691712503567651,0.9294086802063294,0.5506137625957004,0.6998481973113626,0.841418752391897,1.2251320466449707
2.2,19.843644660445715,18.890505343448517,22.52376490124249,0.016579983530800035,-0.47762087213332904,0.6931012146132787,0.8418942255709357,0.305595717593214,0.12535502277565969,0.19007913217674588,0.38109408396807004
2.3,20.032578064587373,18.807099415807436,22.525046161867145,0.20551338767245753,-0.5610267997744103,0.6943824752379335,0.9160534070103584,0.47895857236140404,0.7498229365226665,-0.2579461370360392,0.9263757120012183
