time_ps,OPA_COM_x_A,OPA_COM_y_A,OPA_COM_z_A,OPA_disp_x_A,OPA_disp_y_A,OPA_disp_z_A,OPA_disp_norm_A,F_OPA_x_eV_A,F_OPA_y_eV_A,F_OPA_z_eV_A,F_OPA_norm_eV_A
0.0,23.82706467691491,23.36812621558184,25.830663686629208,0.0,0.0,0.0,0.0,0.3924821836869913,-0.0670330887369937,-0.06641123229397183,0.40366589064737035
0.1,23.663953793376766,23.094560709771606,25.791706237559836,-0.1631108835381454,-0.2735655058102324,-0.03895744906937182,0.3208752547888282,0.33029346869791776,-0.3741744166827079,-0.6005985533495308,0.7809090163712392
0.2,24.079547743535702,23.094482742624027,25.836311187676472,0.25248306662079045,-0.27364347295781144,0.005647501047263859,0.37237124417807804,0.34746823720498016,-0.005606879186649483,0.2004234489162391,0.4011672616702793
0.3,24.209148992845268,23.197011450101638,25.513664926799066,0.3820843159303564,-0.17111476548020121,-0.3169987598301418,0.5251256051452458,-0.518288631804182,-0.010637443016767001,0.30143460957839746,0.5996658110173256
0.4,24.31869199233712,23.11075666080926,25.14098106082962,0.49162731542220683,-0.2573695547725805,-0.6896826257995876,0.885211064844366,0.40294108993406796,0.13857337162552652,0.3273959344071089,0.5373566777729899
0.5,24.508497418012727,22.72788129787158,25.448888875010535,0.6814327410978152,-0.6402449177102589,-0.38177481161867277,1.0099584853251995,0.01223049222619621,-0.18458865115404555,0.032946606549867585,0.18790432128643753
0.6,24.646125721571444,22.61964134116372,25.56174384769315,0.8190610446565323,-0.7484848744181178,-0.268919838936057,1.1416691648108706,0.06378328935977606,0.3673620126272441,-0.2995111979933007,0.47825737218204445
0.7,24.676123743168212,22.445204507532683,25.679328788895962,0.8490590662533002,-0.9229217080491559,-0.15133489773324627,1.2631658752702393,0.2129682134973936,-0.11296243864786004,0.11219207145656906,0.26590042008853404
0.8,24.2808114714132,22.545177740248555,25.64716169942355,0.45374679449829003,-0.8229484753332841,-0.18350198720565913,0.9574984730427909,0.6322906560782853,-0.06957425330071354,-0.4491339022118781,0.7786869156485995
0.9,24.32066082516916,22.588065617553788,25.707675500350202,0.49359614825424813,-0.7800605980280508,-0.12298818627900587,0.9312667652888239,0.6044336441869536,-0.5263540272297618,-0.10872671179925773,0.8088325476047489
1.0,24.71997101961785,22.802522611196196,25.766667345806457,0.8929063427029398,-0.5656036043856432,-0.06399634082275085,1.058907316894105,0.43260466607182035,-0.04950888288132593,0.09652559681003736,0.4459990105715504
1.1,24.838452963612493,23.208759014536984,25.23413371638075,1.0113882866975814,-0.15936720104485502,-0.5965299702484579,1.1849692724465755,-0.19241356983249402,0.12403258718206067,-0.14505920480021328,0.2710151977953077
1.2,24.929359109090484,22.875710590881706,25.66527561557471,1.1022944321755723,-0.4924156247001328,-0.1653880710544975,1.2185562673513344,-0.09909121495251139,0.35240881233098786,0.13646219219388467,0.3906826970671506
1.3,24.832740350277184,23.2544773426646,25.272534548268098,1.0056756733622727,-0.11364887291723846,-0.5581291383611102,1.155771500511989,-0.1340953586401623,0.14503257026957517,0.08172870772219687,0.21376527621148692
1.4,24.50469953737697,23.016469000873602,25.50884574068216,0.6776348604620566,-0.3516572147082364,-0.3218179459470498,0.8285038268489554,0.6002286985771903,0.4518515018324716,0.02463708704840073,0.7516989133703454
1.5,24.14904004494557,22.893986600545556,25.653639976771245,0.32197536803065674,-0.47413961503628244,-0.17702370985796279,0.5998449016346702,0.21650821604385495,0.479977951947691,-0.06556726814646674,0.5306163478659353
1.6,24.398320585945456,22.82838378356593,25.86443449140816,0.571255909030544,-0.5397424320159097,0.033770804778953334,0.7866356677498041,-0.03864403059141175,0.1794589405287379,-0.22075030421917985,0.28710550194816453
1.7,24.26388031301721,22.77519759824712,26.077076453361077,0.436815636102299,-0.5929286173347172,0.24641276673186852,0.7765896579316325,-0.35500797515469107,0.12939048777574969,0.11614698147228975,0.3953007488677508
1.8,24.24226295649352,22.36098585199232,26.235221548618952,0.41519827957860755,-1.0071403635895173,0.4045578619897441,1.1620621270112772,0.7271531874127795,-0.0715479124194629,0.24656452406594842,0.7711452043966918
1.9,23.872978724302314,22.55818644278913,26.109900557461426,0.045914047387402235,-0.8099397727927098,0.27923687083221793,0.8579532419259034,-0.13281959214377625,0.1344815899283498,-0.008055427311075558,0.18918570769500515
2.0,23.546414046403584,22.667987727662492,26.365132771010707,-0.2806506305113281,-0.7001384879193466,0.5344690843814988,0.9244543692535575,-0.5682938144515487,-0.030178889140942244,0.08861569824079663,0.5759525734540792
2.1,23.568715804007798,22.633121828934794,26.02786286236495,-0.2583488729071135,-0.735004386647045,0.19719917573574364,0.8036560852962114,-0.10890366213714264,-0.21442842329318657,-0.1594450312215615,0.28855203053197814
2.2,23.33344234509742,22.440651575601322,26.514778337658765,-0.49362233181749104,-0.9274746399805167,0.6841146510295566,1.2537484077873113,0.09555705426351424,0.8127412102174143,-0.49180708423563946,0.9547531793660332
2.3,23.667754134569154,22.254161384635175,26.208375348162726,-0.15931054234575726,-1.1139648309466637,0.37771166153351743,1.1869977223006531,-0.9297513928183916,0.47676241437653655,0.13682860606705827,1.0537846647432945
2.4,23.545355120821128,22.09045175638367,26.70119530133908,-0.2817095560937837,-1.2776744591981704,0.8705316147098721,1.5715080623055264,-0.23882049697615604,0.5438819711289735,0.006248755746491863,0.5940386142696913
2.5,23.89729279354686,22.291307285945678,26.363597512756485,0.07022811663194872,-1.0768189296361612,0.5329338261272767,1.2035320762734565,0.6228283301063695,0.745038481167549,0.20037118919773067,0.9915372311033257
2.6,23.68715267381609,22.269039038100942,26.482779956249093,-0.13991200309882146,-1.0990871774808966,0.652116269619885,1.2856218811987463,0.19640299274919748,0.5654279951356497,0.0010009356185940455,0.5985682543503908
2.7,23.649610356752753,22.456705702302955,26.709622669985176,-0.177454320162159,-0.911420513278884,0.8789589833559681,1.2785719698913767,-0.23588763796844336,-0.07453192914302498,0.031139451695495257,0.24933441731940736
