group,system,display_label,curve_id,color_hex,marker,alpha,K_alpha_A2_ps_minus_alpha,alpha_fit_r2,fit_tau_min_ps,fit_tau_max_ps,record_type,time_ps,OPA_COM_x_A,OPA_COM_y_A,OPA_COM_z_A,OPA_displacement_from_t0_A,lag_ps,TAMSD_A2,TAMSD_powerlaw_fit_A2,in_alpha_fit_window
group2,DMC,DMC,group2 | DMC,#9a1d80,8,1.030536142112352,1.3101107459087384,0.9951585885142914,0.1999999999999999,3.2999999999999994,displacement,9.3,23.96710445789085,21.719432828156307,31.34809920604745,5.306819378026463,,,,False
group2,DMC,DMC,group2 | DMC,#9a1d80,8,1.030536142112352,1.3101107459087384,0.9951585885142914,0.1999999999999999,3.2999999999999994,displacement,9.4,24.37602408400506,21.743653039722258,31.1041251126076,5.035252687461091,,,,False
group2,DMC,DMC,group2 | DMC,#9a1d80,8,1.030536142112352,1.3101107459087384,0.9951585885142914,0.1999999999999999,3.2999999999999994,displacement,9.5,24.03521883759691,21.99639752561812,30.90994122303396,4.784623499405008,,,,False
group2,DMC,DMC,group2 | DMC,#9a1d80,8,1.030536142112352,1.3101107459087384,0.9951585885142914,0.1999999999999999,3.2999999999999994,displacement,9.6,24.088619329954547,21.822655631663118,31.149309410595816,5.067092155583707,,,,False
group2,DMC,DMC,group2 | DMC,#9a1d80,8,1.030536142112352,1.3101107459087384,0.9951585885142914,0.1999999999999999,3.2999999999999994,displacement,9.7,24.204920762846697,21.8672883458118,31.04242452501905,4.937629234813235,,,,False
group2,DMC,DMC,group2 | DMC,#9a1d80,8,1.030536142112352,1.3101107459087384,0.9951585885142914,0.1999999999999999,3.2999999999999994,displacement,9.8,23.9116360597729,22.0402990263546,30.834433008509876,4.720906455207605,,,,False
group2,DMC,DMC,group2 | DMC,#9a1d80,8,1.030536142112352,1.3101107459087384,0.9951585885142914,0.1999999999999999,3.2999999999999994,displacement,9.9,24.070427864447225,21.779749625287657,31.309187287612197,5.2277496385850135,,,,False
group2,DMC,DMC,group2 | DMC,#9a1d80,8,1.030536142112352,1.3101107459087384,0.9951585885142914,0.1999999999999999,3.2999999999999994,displacement,10.0,24.279586912384545,21.87268291185012,31.18027935946059,5.044415296754916,,,,False
group2,DMC,DMC,group2 | DMC,#9a1d80,8,1.030536142112352,1.3101107459087384,0.9951585885142914,0.1999999999999999,3.2999999999999994,tamsd,,,,,,0.09999999999999998,0.16169146343610968,0.12211580219683864,False
group2,DMC,DMC,group2 | DMC,#9a1d80,8,1.030536142112352,1.3101107459087384,0.9951585885142914,0.1999999999999999,3.2999999999999994,tamsd,,,,,,0.19999999999999996,0.29585099744998866,0.24945611657087347,True
group2,DMC,DMC,group2 | DMC,#9a1d80,8,1.030536142112352,1.3101107459087384,0.9951585885142914,0.1999999999999999,3.2999999999999994,tamsd,,,,,,0.29999999999999993,0.4055696457382855,0.37884587590983965,True
group2,DMC,DMC,group2 | DMC,#9a1d80,8,1.030536142112352,1.3101107459087384,0.9951585885142914,0.1999999999999999,3.2999999999999994,tamsd,,,,,,0.3999999999999999,0.5115058014804377,0.5095847791616293,True
group2,DMC,DMC,group2 | DMC,#9a1d80,8,1.030536142112352,1.3101107459087384,0.9951585885142914,0.1999999999999999,3.2999999999999994,tamsd,,,,,,0.4999999999999999,0.6318201443926498,0.6413361472252794,True
group2,DMC,DMC,group2 | DMC,#9a1d80,8,1.030536142112352,1.3101107459087384,0.9951585885142914,0.1999999999999999,3.2999999999999994,tamsd,,,,,,0.5999999999999999,0.7456979009137589,0.7739000136200735,True
group2,DMC,DMC,group2 | DMC,#9a1d80,8,1.030536142112352,1.3101107459087384,0.9951585885142914,0.1999999999999999,3.2999999999999994,tamsd,,,,,,0.6999999999999998,0.8594545988129133,0.9071433904862599,True
group2,DMC,DMC,group2 | DMC,#9a1d80,8,1.030536142112352,1.3101107459087384,0.9951585885142914,0.1999999999999999,3.2999999999999994,tamsd,,,,,,0.7999999999999998,0.9927313409561956,1.0409712566796463,True
group2,DMC,DMC,group2 | DMC,#9a1d80,8,1.030536142112352,1.3101107459087384,0.9951585885142914,0.1999999999999999,3.2999999999999994,tamsd,,,,,,0.8999999999999998,1.1048321219231922,1.1753122455236937,True
group2,DMC,DMC,group2 | DMC,#9a1d80,8,1.030536142112352,1.3101107459087384,0.9951585885142914,0.1999999999999999,3.2999999999999994,tamsd,,,,,,0.9999999999999998,1.227481024706421,1.3101107459087382,True
group2,DMC,DMC,group2 | DMC,#9a1d80,8,1.030536142112352,1.3101107459087384,0.9951585885142914,0.1999999999999999,3.2999999999999994,tamsd,,,,,,1.0999999999999996,1.3846454168001687,1.4453221783397219,True
group2,DMC,DMC,group2 | DMC,#9a1d80,8,1.030536142112352,1.3101107459087384,0.9951585885142914,0.1999999999999999,3.2999999999999994,tamsd,,,,,,1.1999999999999997,1.5256940043870193,1.5809099931278794,True
group2,DMC,DMC,group2 | DMC,#9a1d80,8,1.030536142112352,1.3101107459087384,0.9951585885142914,0.1999999999999999,3.2999999999999994,tamsd,,,,,,1.2999999999999998,1.6458381500079313,1.7168436700066934,True
group2,DMC,DMC,group2 | DMC,#9a1d80,8,1.030536142112352,1.3101107459087384,0.9951585885142914,0.1999999999999999,3.2999999999999994,tamsd,,,,,,1.3999999999999997,1.7654471057964023,1.8530973329633187,True
group2,DMC,DMC,group2 | DMC,#9a1d80,8,1.030536142112352,1.3101107459087384,0.9951585885142914,0.1999999999999999,3.2999999999999994,tamsd,,,,,,1.4999999999999996,1.9044730099711986,1.989648760252691,True
group2,DMC,DMC,group2 | DMC,#9a1d80,8,1.030536142112352,1.3101107459087384,0.9951585885142914,0.1999999999999999,3.2999999999999994,tamsd,,,,,,1.5999999999999996,2.033031956555194,2.126478657812306,True
group2,DMC,DMC,group2 | DMC,#9a1d80,8,1.030536142112352,1.3101107459087384,0.9951585885142914,0.1999999999999999,3.2999999999999994,tamsd,,,,,,1.6999999999999997,2.204668044676573,2.263570113797504,True
group2,DMC,DMC,group2 | DMC,#9a1d80,8,1.030536142112352,1.3101107459087384,0.9951585885142914,0.1999999999999999,3.2999999999999994,tamsd,,,,,,1.7999999999999996,2.3450268238006164,2.4009081810226505,True
group2,DMC,DMC,group2 | DMC,#9a1d80,8,1.030536142112352,1.3101107459087384,0.9951585885142914,0.1999999999999999,3.2999999999999994,tamsd,,,,,,1.8999999999999995,2.475165629548353,2.5384795518355445,True
group2,DMC,DMC,group2 | DMC,#9a1d80,8,1.030536142112352,1.3101107459087384,0.9951585885142914,0.1999999999999999,3.2999999999999994,tamsd,,,,,,1.9999999999999996,2.6470791792848236,2.676272301150431,True
group2,DMC,DMC,group2 | DMC,#9a1d80,8,1.030536142112352,1.3101107459087384,0.9951585885142914,0.1999999999999999,3.2999999999999994,tamsd,,,,,,2.0999999999999996,2.823088332265775,2.814275680641484,True
group2,DMC,DMC,group2 | DMC,#9a1d80,8,1.030536142112352,1.3101107459087384,0.9951585885142914,0.1999999999999999,3.2999999999999994,tamsd,,,,,,2.1999999999999993,2.99504221186913,2.9524799519493827,True
group2,DMC,DMC,group2 | DMC,#9a1d80,8,1.030536142112352,1.3101107459087384,0.9951585885142914,0.1999999999999999,3.2999999999999994,tamsd,,,,,,2.2999999999999994,3.138191510517073,3.0908762500613967,True
group2,DMC,DMC,group2 | DMC,#9a1d80,8,1.030536142112352,1.3101107459087384,0.9951585885142914,0.1999999999999999,3.2999999999999994,tamsd,,,,,,2.3999999999999995,3.2644434392121693,3.2294564703271185,True
group2,DMC,DMC,group2 | DMC,#9a1d80,8,1.030536142112352,1.3101107459087384,0.9951585885142914,0.1999999999999999,3.2999999999999994,tamsd,,,,,,2.4999999999999996,3.360079096859434,3.3682131742030474,True
group2,DMC,DMC,group2 | DMC,#9a1d80,8,1.030536142112352,1.3101107459087384,0.9951585885142914,0.1999999999999999,3.2999999999999994,tamsd,,,,,,2.5999999999999996,3.4659321977960196,3.507139509994091,True
group2,DMC,DMC,group2 | DMC,#9a1d80,8,1.030536142112352,1.3101107459087384,0.9951585885142914,0.1999999999999999,3.2999999999999994,tamsd,,,,,,2.6999999999999993,3.6520108940066938,3.646229145719122,True
group2,DMC,DMC,group2 | DMC,#9a1d80,8,1.030536142112352,1.3101107459087384,0.9951585885142914,0.1999999999999999,3.2999999999999994,tamsd,,,,,,2.7999999999999994,3.864712959353179,3.785476211864411,True
